PMID,Year,Title,Journal,DOI,PMC
3779658,1986,Testis imaging with 111In-labeled anticarcinoembryonic antigen monoclonal antibody: identification of carcinoembryonic antigen in normal germ cells.,Cancer Res,,
3779657,1986,Preoperative imaging of colorectal carcinoma with 111In-labeled anticarcinoembryonic antigen monoclonal antibody.,Cancer Res,,
3570842,1986,The clinical significance of CT in the preoperative diagnosis of colon and rectal cancer.,Hiroshima J Med Sci,,
3552847,1986,Definite spontaneous cell-mediated cytotoxicity and HNK-1 cells in the human large intestine.,Gastroenterol Jpn,10.1007/BF02774486,
3545708,1986,[Results of colo-anal anastomosis in deep-seated tumors of the rectum].,Chirurg,,
2953572,1986,[Radiological diagnosis of metastatic cancer of the rectum and sigmoid colon via direct invasion and peritoneal implantation].,Zhonghua Fang She Xue Za Zhi,,
3825418,1986,[CT diagnosis of recurrent rectal carcinoma following surgery].,Acta Chir Belg,,
3813473,1986,Contribution of modern imaging in rectosigmoid neoplastic disease (comparison with fiberoptic endoscopy).,Ann Gastroenterol Hepatol (Paris),,
3810009,1986,Mandibular osteomas in ulcerative colitis.,Scand J Gastroenterol,10.3109/00365528608996426,
3797886,1986,The frequency of digital and endoscopic examination of the rectum before radiological barium enema.,Scand J Prim Health Care,10.3109/02813438609014842,
3778205,1986,Imaging of human colorectal adenocarcinoma with indium-labeled anticarcinoembryonic antigen monoclonal antibody.,Arch Surg,10.1001/archsurg.121.11.1315,
3492956,1986,The localization of anti-tumour monoclonal antibodies in colorectal cancer.,Ann R Coll Surg Engl,,PMC2498300
2945707,1986,Follow-up on a prospective study of continuous hepatic perfusion with implantable pump.,Dis Colon Rectum,10.1007/BF02555308,
3095919,1986,[The value of the guaiac test in the screening of colorectal tumors].,Schweiz Med Wochenschr,,
3598316,1986,Treatment of local recurrence after primary restorative resection or Hartmann's operation for carcinoma of the colon and the rectum.,Int J Colorectal Dis,10.1007/BF01648343,
3540857,1986,Clinical results of immunoscintigraphy in a variety of malignant tumors with special reference to immunohistochemistry.,Nuklearmedizin,,
3022348,1986,[Angiographic and computed tomographic findings in intra-arterial cytostasis of colorectal liver metastases].,Rofo,10.1055/s-2008-1048969,
3762778,1986,[The value of computerized tomography in the diagnosis of local recurrence following surgery for rectal or rectosigmoidal carcinoma].,Ned Tijdschr Geneeskd,,
3775199,1986,[Significance of the colon contrast enema in evaluating the importance of rectosigmoid polyps].,Rontgenblatter,,
3731130,1986,Prospective correlative chemosensitivity testing in high-dose intraarterial chemotherapy for liver metastases.,Cancer Res,,
3467514,1986,[Value of gallium-67 citrate in the diagnosis of recurrence of cancer of the rectum].,Vestn Rentgenol Radiol,,
3020626,1986,[Intra-arterial dynamic computed tomography in characterizing liver metastases of colorectal cancer].,Rofo,10.1055/s-2008-1048930,
2943876,1986,Hepatic arterial infusion with floxuridine and cisplatin: overriding importance of antitumor effect versus degree of tumor burden as determinants of survival among patients with colorectal cancer.,J Clin Oncol,10.1200/JCO.1986.4.9.1356,
2432718,1986,[Vascularization of malignant epithelial tumors of the rectum in relation to their morphologic structure].,Vestn Rentgenol Radiol,,
3795182,1986,[Computerized x-ray tomographic aspects of calcifying hepatic metastases. Incidence of cancer of colorectal origin].,J Radiol,,
3783957,1986,[Radiological differential diagnosis of colorectal cancer].,Gan No Rinsho,,
3769944,1986,Radiologic diagnosis of invasive carcinoma on adenomatous polyps of the colon.,Eur J Radiol,,
3763847,1986,[X-ray diagnosis of colorectal anastomosis following continence-preserving surgery of rectal cancer].,Radiologe,,
3763846,1986,[Preoperative tumor staging in rectal cancer--a prospective study].,Radiologe,,
3749805,1986,Mandibular osteomas in colorectal adenomas.,Scand J Gastroenterol,10.3109/00365528609011107,
3524803,1986,Immunohistochemical antigenic expression and in vivo tumor uptake of monoclonal antibodies with specificity for tumors of the gastrointestinal tract.,Cancer Res,,
3021399,1986,[Retrorectal and presacral tumors].,Chirurg,,
3018474,1986,[Clinical study on serum 5'-nucleotide phosphodiesterase isoenzyme-V as a predictor of liver metastases in patients with gastric and colorectal cancers].,Nihon Geka Gakkai Zasshi,,
2943036,1986,Fluorodeoxyuridine uptake by human colorectal hepatic metastases after hepatic artery infusion.,Surgery,,
3776670,1986,Advances in magnetic resonance imaging of the pelvis at 0.15 tesla.,Acta Radiol Diagn (Stockh),10.1177/028418518602700401,
3744388,1986,Radioimmunoguided surgery: intraoperative use of monoclonal antibody 17-1A in colorectal cancer.,Hybridoma,,
3744387,1986,Comparative characteristics of 17-1A and GA-733 monoclonal antibodies for immunoscintigraphic application.,Hybridoma,,
3736057,1986,Seven cases of pelvic exenteration combined with sacral resection for locally recurrent rectal cancer.,J Surg Oncol,10.1002/jso.2930320314,
3731696,1986,The responsibility of radiologists in the preservation of breast and rectum in cancer treatment.,Clin Radiol,10.1016/s0009-9260(86)80255-0,
3729486,1986,[Recent progress in the x-ray diagnosis of colorectal cancer].,Gan To Kagaku Ryoho,,
3728821,1986,Diagnosis and treatment of the inferior vena cava syndrome in advanced malignant disease.,Am J Surg,10.1016/0002-9610(86)90145-5,
3726728,1986,The role of preoperative intravenous pyelogram in operations performed for carcinoma of the colon and rectum.,Surg Gynecol Obstet,,
3720456,1986,Preoperative staging of rectal carcinoma by computed tomography and 0.15T magnetic resonance imaging. Preliminary report.,Dis Colon Rectum,10.1007/BF02561581,
3488951,1986,Anti-idiotypic antibodies to monoclonal antibody CO17-1A.,Hybridoma,,
3736696,1986,[Value of computerized tomography for the detection of local recurrence following surgery for rectal or rectosigmoid cancer].,Ned Tijdschr Geneeskd,,
3738623,1986,"[Visualization of prostatic, bladder and rectal cancer in nuclear magnetic resonance tomography].",Rontgenpraxis,,
3719280,1986,Immunoscintigraphy for colorectal cancer.,Br J Surg,10.1002/bjs.1800730625,
3486559,1986,Staging rectal cancer by MR and CT.,AJR Am J Roentgenol,10.2214/ajr.146.6.1155,
3459174,1986,Selective modification of NMR relaxation time in human colorectal carcinoma by using gadolinium-diethylenetriaminepentaacetic acid conjugated with monoclonal antibody 19-9.,Proc Natl Acad Sci U S A,10.1073/pnas.83.12.4277,PMC323715
3012707,1986,[Functional heterogeneity of liver metastases in 3-phase computerized tomograms].,Rofo,10.1055/s-2008-1048865,
3708276,1986,"Comparison of the mortality, morbidity and incidence of local recurrence in patients with rectal cancer treated by either stapled anterior resection or abdominoperineal resection.",Br J Surg,10.1002/bjs.1800730504,
3707330,1986,Generalized juvenile polyposis coli. Clinical management based on long-term observations.,Arch Surg,10.1001/archsurg.1986.01400050040005,
3729474,1986,[Application of NMR-CT in the staging of cancer of the digestive organs].,Gan To Kagaku Ryoho,,
3720057,1986,The invasive edge: invasion in colorectal cancer.,Clin Exp Metastasis,10.1007/BF00119079,
3713061,1986,[Diagnostic puncture controlled by computed tomography following operations for rectal cancer].,Khirurgiia (Mosk),,
3611941,1986,Stapled colorectal anastomoses: peroperative integrity of the anastomosis and risk of postoperative leakage.,Int J Colorectal Dis,10.1007/BF01648414,
3519125,1986,[Mechanical compression anastomosis (AKA-2) of the colon and rectum. Results of a prospective clinical study].,Chirurg,,
3485343,1986,Preoperative and postoperative CT staging of rectosigmoid carcinoma.,AJR Am J Roentgenol,10.2214/ajr.146.4.703,
3485342,1986,Reassessing the role of radiology in Hemoccult screening.,AJR Am J Roentgenol,10.2214/ajr.146.4.697,
2871945,1986,Protective effect of high-dose medroxyprogesterone acetate (HD-MPA) on hematological toxicity induced by chemotherapy for advanced solid tumors: a multicentric controlled clinical trial. MPA-Hematology Italian Cooperative Group.,Chemioterapia,,
2421591,1986,Osseous metastases from colorectal carcinoma.,Am J Surg,10.1016/0002-9610(86)90102-9,
2421590,1986,The preoperative liver scan and surgical decision-making in patients with colorectal cancer.,Am J Surg,10.1016/0002-9610(86)90101-7,
3961160,1986,[Radiological contribution to the treatment of primary and secondary liver tumors].,Radiologe,,
3947915,1986,Monoclonal immunoscintigraphy for the detection of primary colorectal cancers: a prospective study.,Br J Surg,10.1002/bjs.1800730306,
3753800,1986,Gastrointestinal tract focal mass lesions: role of CT and barium evaluations.,Radiology,10.1148/radiology.158.3.3753800,
3713682,1986,[Localization of radiolabeled antibody to carcinoembryonic antigen in patients with gastrointestinal carcinoma].,Nihon Geka Gakkai Zasshi,,
2424074,1986,Detection of recurrent rectal carcinoma with computed tomography.,Rontgenblatter,,
3960457,1986,Retrospective review of the sensitivity of barium enema examination in a community hospital setting.,Ohio State Med J,,
3954942,1986,Localisation of gastrointestinal cancer with a 131 I labelled monoclonal antibody to CEA.,Br J Cancer,10.1038/bjc.1986.36,PMC2001340
3943420,1986,Thickening of pelvic fascia in carcinoma of the rectum. Perirectal fascia or Waldeyer's fascia?,Dis Colon Rectum,10.1007/BF02555394,
3941861,1986,Colorectal carcinoma evaluation with CT: preoperative staging and detection of postoperative recurrence.,Radiology,10.1148/radiology.158.2.3941861,
3520148,1986,A matrix for controlled clinical trials for the study of hepatic metastases: proceedings of a workshop.,J Surg Oncol,10.1002/jso.2930310204,
3003941,1986,Ethiodized oil emulsion enhanced computerized tomography in the preoperative assessment of metastases to the liver from the colon and rectum.,Surg Gynecol Obstet,,
2935243,1986,Results of a prospective randomized trial of continuous regional chemotherapy and hepatic resection as treatment of hepatic metastases from colorectal primaries.,Cancer,10.1002/1097-0142(19860201)57:3<492::aid-cncr2820570315>3.0.co;2-m,
3947880,1986,Radioimmunolocalization and selection for surgery in recurrent colorectal cancer.,Br J Surg,10.1002/bjs.1800730126,
3941598,1986,[Thermography and computed tomography in the diagnosis of cancer recurrence after rectal extirpation].,Med Radiol (Mosk),,
3941025,1986,"Liver metastasis. Report of a workshop, May 26th 1984.",Invasion Metastasis,,
3811651,1986,[CT findings in gastrointestinal tumors].,Zentralbl Chir,,
3811425,1986,[Roentgen study of the large intestine].,Z Arztl Fortbild (Jena),,
3809452,1986,[Possibilities of computerized tomography in the diagnosis of recurrent rectal carcinoma].,Radiol Diagn (Berl),,
3797961,1986,Comparison between 131I and 111In as radiolabels for monoclonal antibodies in immunoscintigraphy of tumor bearing nude mice.,Tumour Biol,,
3771185,1986,Preoperative staging of rectal cancer: validity of the abdominopelvic angio-C.T.,Ital J Surg Sci,,
3770348,1986,Computed tomography in the differential diagnosis of the enlarged retrorectal space.,Gastrointest Radiol,10.1007/BF02035112,
3762270,1986,[Preoperative staging of rectal cancer with computer tomography].,Langenbecks Arch Chir,10.1007/BF01261296,
3538709,1986,[Ureteral injuries in rectal surgery].,Zentralbl Chir,,
3495029,1986,Polyclonal and monoclonal anti-CEA antibodies in immunolocalization of colorectal cancer.,Tumour Biol,,
3484753,1986,Detection of colorectal carcinoma by emission-computerized tomography after injection of 123I-labeled Fab or F(ab')2 fragments from monoclonal anti-carcinoembryonic antigen antibodies.,J Clin Invest,10.1172/JCI112291,PMC423340
3464424,1986,Comparative imaging and biodistribution studies with an anti-CEA monoclonal antibody and its F(ab)2 and Fab fragments in mice with colon carcinoma xenografts.,Eur J Nucl Med,10.1007/BF00256915,
3456455,1986,[The usefulness of CT in the preoperative diagnosis of metastatic lung nodules--a study with resected cases].,Gan No Rinsho,,
3088597,1986,Cost effectiveness of liver scanning in the detection of hepatic metastasis in newly diagnosed colorectal carcinoma.,Prog Clin Biol Res,,
3020324,1986,[Preoperative staging of rectal cancer with computer tomography].,Langenbecks Arch Chir,10.1007/BF01261297,
3689120,1987,Localization of radioiodinated monoclonal antibody in colorectal cancer. Initial dosimetry results.,Arch Surg,10.1001/archsurg.1987.01400240073013,
3689115,1987,Intraoperative single-dose radiotherapy. Observations on staging and interstitial treatment of unresectable liver metastases.,Arch Surg,10.1001/archsurg.1987.01400240038006,
3685361,1987,Hepatic metastasis detection: comparison of three CT contrast enhancement methods.,Radiology,10.1148/radiology.165.3.3685361,
3428690,1987,Significance of a fall in serum CEA concentration in patients treated with cytotoxic chemotherapy for disseminated colorectal cancer.,Gut,10.1136/gut.28.12.1625,PMC1433939
3324196,1987,[Structuring and use in clinical research of a software for the diagnosis and features of polypoid lesions of the colorectum].,Radiol Med,,
2961314,1987,A prospective randomized trial of regional versus systemic continuous 5-fluorodeoxyuridine chemotherapy in the treatment of colorectal liver metastases.,Ann Surg,10.1097/00000658-198712000-00001,PMC1493315
2830075,1987,[Value of CT following surgery for rectal cancer (a prospective study)].,Digitale Bilddiagn,,
2829292,1987,[Proposal for a radiological classification of multiple adenomatosis of the colon].,Radiol Med,,
2446100,1987,[Scintigraphy with 67Ga-citrate and 111In-bleomycin in cancer of the rectum].,Med Radiol (Mosk),,
3117363,1987,Fate of gamma-interferon-activated killer blood monocytes adoptively transferred into the abdominal cavity of patients with peritoneal carcinomatosis.,Cancer Res,,
3681370,1987,Tumor and liver drug uptake following hepatic artery and portal vein infusion.,J Clin Oncol,10.1200/JCO.1987.5.11.1836,
3320368,1987,CT scanning in carcinoma of the rectum: a review.,J R Soc Med,10.1177/014107688708001114,PMC1291093
3652889,1987,Radioimmunoguided surgery using the monoclonal antibody B72.3 in colorectal tumors.,Dis Colon Rectum,10.1007/BF02554623,
3652888,1987,The value of routine preoperative urologic evaluation in patients with colorectal carcinoma.,Dis Colon Rectum,10.1007/BF02554622,
3452258,1987,[Clinico-roentgenological diagnosis of the perifocal inflammatory process in patients with cancer of the rectum].,Vestn Khir Im I I Grek,,
3314662,1987,[Imaging by magnetic resonance in digestive pathology].,Ann Gastroenterol Hepatol (Paris),,
3666675,1987,Classification of normal colorectal mucosa and adenocarcinoma by morphometry.,Histopathology,10.1111/j.1365-2559.1987.tb01897.x,
3631974,1987,[The effect and CT imaging of FAM hepatic infusion chemotherapy in patients with liver metastasis from colorectal carcinoma].,Gan To Kagaku Ryoho,,
3615864,1987,Pelvic exenteration: role of CT in follow-up.,Radiology,10.1148/radiology.164.3.3615864,
3615859,1987,"Perforated colorectal neoplasms: correlation of clinical, contrast enema, and CT examinations.",Radiology,10.1148/radiology.164.3.3615859,
3303117,1987,Colorectal carcinoma: detection with indium-111 anticarcinoembryonic-antigen monoclonal antibody ZCE-025.,Radiology,10.1148/radiology.164.3.3303117,
2958472,1987,CT evaluation of extrahepatic disease in patients with metastatic colorectal carcinoma receiving hepatic arterial chemotherapy.,Can Assoc Radiol J,,
3664175,1987,Quantitative magnetic resonance imaging in rectal carcinoma.,Br J Radiol,10.1259/0007-1285-60-716-761,
3629468,1987,[Liver metastases of colorectal carcinoma: computerized tomographic follow-ups and prognoses in relation to therapy].,Strahlenther Onkol,,
3607761,1987,Complementation of intracavitary and intravenous administration of a monoclonal antibody (B72.3) in patients with carcinoma.,Cancer Res,,
3603339,1987,"The value of lymphoscintigraphy, lymphangiography and computer tomography scanning in the preoperative assessment of lymph nodes involved by pelvic malignant conditions.",Surg Gynecol Obstet,,
3597163,1987,Postoperative adjuvant radiotherapy for adenocarcinoma of the rectum and rectosigmoid.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(87)90037-x,
3589978,1987,A simplified plan for follow-up of patients with colon and rectal cancer supported by prospective studies of laboratory and radiologic test results.,Surgery,,
3475059,1987,Pre-operative isotope liver scanning in clinicopathological staging of patients with large bowel cancer.,Aust N Z J Surg,10.1111/j.1445-2197.1987.tb01396.x,
3448654,1987,Computed tomography of the rectum.,Radiographics,10.1148/radiographics.7.4.3448654,
3435011,1987,"Advanced colorectal carcinoma--5 year survival of 76 cases treated at the Department of Therapeutic Radiology, Singapore General Hospital.",Ann Acad Med Singap,,
3109860,1987,Definitive combined modality therapy of carcinoma of the anus. A report of 30 cases including results of salvage therapy in patients with residual disease.,Dis Colon Rectum,10.1007/BF02554777,
3473248,1987,Lymphoscintigraphy of human colorectal carcinoma metastases in athymic mice by use of radioiodinated B72.3 monoclonal antibody.,J Natl Cancer Inst,,
3828954,1987,Perfusion of colorectal hepatic metastases. Relative distribution of flow from the hepatic artery and portal vein.,Cancer,10.1002/1097-0142(19870501)59:9<1547::aid-cncr2820590903>3.0.co;2-6,
3661258,1987,[Current contribution of computerized tomography to the study of the pathology of the pelvic region: 2. Non-vesico-prostatic pathology].,Actas Urol Esp,,
3617781,1987,[Early clinical diagnosis of stomach and large intestine cancer].,Z Alternsforsch,,
3605996,1987,The value and significance of the limited barium enema examination following restorative resection for carcinoma of the rectum.,Ann R Coll Surg Engl,,PMC2498479
3602868,1987,[Roentgen diagnosis of colorectal endometriosis].,Rontgenblatter,,
3595617,1987,CT guided transgluteal fine needle aspiration biopsy.,Eur J Radiol,,
3568929,1987,Solitary rectal ulcer syndrome. Twenty cases seen at an oncology center.,Dis Colon Rectum,10.1007/BF02555459,
3568920,1987,Epidermoid carcinoma of the anal canal. A series of 276 cases.,Dis Colon Rectum,10.1007/BF02555448,
3562810,1987,Recurrent colorectal carcinoma: evaluation with barium enema examination and CT.,Radiology,10.1148/radiology.163.2.3562810,
2437869,1987,Pelvic recurrence of rectal cancer. Options for curative resection.,Ann Surg,10.1097/00000658-198705000-00006,PMC1493032
3829875,1987,The efficacy of barium-enema examinations in patients with anorectal disease.,Dis Colon Rectum,10.1007/BF02556175,
3586911,1987,[Lymphography of malignant tumors of organs of the small pelvis].,Med Radiol (Mosk),,
3556597,1987,Diagnostic procedures in colo-rectal cancer: barium enema or colonoscopy? Or both?,Eur J Surg Oncol,,
3106836,1987,[Cost-effectiveness of follow-up studies after curative surgery of colon or rectum carcinoma].,Ned Tijdschr Geneeskd,,
3104242,1987,Feasibility of non-surgical definitive management of anal canal carcinoma.,Int J Radiat Oncol Biol Phys,10.1016/0360-3016(87)90002-2,
2952068,1987,[Missile therapy using monoclonal antibody drug conjugates in colorectal carcinoma].,Gan To Kagaku Ryoho,,
3493455,1987,Colonoscopy--a ten year Wellington experience.,N Z Med J,,
3549618,1987,"Computed tomographic staging of gastrointestinal malignancies. Part II. The small bowel, colon, and rectum.",Invest Radiol,10.1097/00004424-198702000-00002,
3809635,1987,[Reservations in the routine use of preoperative urography in colorectal carcinomas].,Radiol Med,,
3798642,1987,Delayed bladder dysfunction after abdominoperineal resection: an indicator of local recurrence.,Urology,10.1016/0090-4295(87)90614-5,
3792765,1987,Perception errors with double-contrast enema after a positive guaiac test.,Gastrointest Radiol,10.1007/BF01885109,
3792761,1987,Computed tomography of rectal and perirectal disease in AIDS patients.,Gastrointest Radiol,10.1007/BF01885105,
3792758,1987,Bowel cancer characteristics in patients with regional enteritis.,Gastrointest Radiol,10.1007/BF01885102,
3695823,1987,The value of MRI in evaluating perirectal and pelvic disease.,Magn Reson Imaging,10.1016/0730-725x(87)90126-3,
3686199,1987,[Computerized tomography in the diagnosis of recurrence of rectal cancer].,Sov Med,,
3667307,1987,Radiolabeled monoclonal antibody B72.3 localization in metastatic lesions of colorectal cancer patients.,Int J Rad Appl Instrum B,10.1016/0883-2897(87)90049-3,
3628859,1987,Multiple carcinomas of the colon and rectum.,Rays,,
3622555,1987,Tumor scintigraphy with 131I anti CEA monoclonal antibodies and F(ab')2 in colorectal cancer.,Eur J Nucl Med,10.1007/BF00289023,
3596146,1987,CT staging of early rectal carcinoma.,Gastrointest Radiol,10.1007/BF01885154,
3568032,1987,Immunoscintigraphy of colorectal carcinoma with F (ab')2 fragments of anti-CEA monoclonal antibody.,Cancer Detect Prev,,
3566123,1987,Colostomy or ileostomy after colorectal anastomosis?: a randomised trial.,Ann R Coll Surg Engl,,PMC2498441
3509732,1987,Endoscopic lymphoscintigraphy. A new tool for target surgery of rectal cancer.,Surg Endosc,10.1007/BF00312697,
3493442,1987,Use of second antibody in radioimmunotherapy.,NCI Monogr,,
3480055,1987,Imaging of primary and metastatic colorectal carcinoma with monoclonal antibody 791T/36 and the therapeutic potential of antibody-drug conjugates.,Cancer Detect Prev Suppl,,
3331379,1987,Nuclear magnetic resonance imaging in oncology.,Important Adv Oncol,,
3325290,1987,A new approach to image subtraction in immunoscintigraphy: preliminary results.,Eur J Nucl Med,10.1007/BF00292489,
2952140,1987,Computed tomography in early diagnosis of local recurrence of rectal carcinoma.,Acta Radiol,,
3187013,1988,CT of the bowel: use of water to enhance depiction.,Radiology,10.1148/radiology.169.3.3187013,
3186985,1988,Colorectal carcinoma detected initially with barium enema examination: site distribution and implications.,Radiology,10.1148/radiology.169.3.3186985,
3246778,1988,A comparison of pelvic retroperitoneal pneumography and computed tomography in the assessment of extramural invasion of rectal carcinoma.,Jpn J Surg,10.1007/BF02471529,
3225913,1988,[Imaging technics for x-ray computerized tomography].,Rinsho Hoshasen,,
3178471,1988,Artifactual CEA elevation due to human anti-mouse antibodies.,Arch Surg,10.1001/archsurg.1988.01400340068012,
3229165,1988,[Perforation of the large intestine by a contrast medium enema with barium].,Chirurg,,
3180672,1988,The value of a barium enema in the investigation of patients with rectal carcinoma.,Clin Radiol,10.1016/s0009-9260(88)80225-3,
3415258,1988,[Transcatheter arterial chemoembolization and selective hepatic arterial infusion using totally implantable reservoir].,Gan To Kagaku Ryoho,,
3411338,1988,Monoclonal antibody imaging in the management of patients with colorectal cancer.,J Clin Oncol,10.1200/JCO.1988.6.8.1213,
3393651,1988,Recurrent rectal cancer: diagnosis with MR imaging versus CT.,Radiology,10.1148/radiology.168.2.3393651,
3390828,1988,Localization and imaging of radiolabeled monoclonal antibodies against colorectal carcinoma in tumor-bearing nude mice.,Cancer Res,,
3192653,1988,[Evaluation of 242 laparotomies for hepatic metastasis performed at the Institut Gustave Roussy over 5 years].,J Chir (Paris),,
3172504,1988,[Early detection and differential diagnosis of metastatic lung tumor].,Gan No Rinsho,,
3045263,1988,Improved tumor localization with increasing dose of indium-111-labeled anti-carcinoembryonic antigen monoclonal antibody ZCE-025 in metastatic colorectal cancer.,J Clin Oncol,10.1200/JCO.1988.6.8.1220,
3042924,1988,Semiquantitative in vitro binding assay of indium-111-labeled monoclonal antibodies to human cancer and normal tissues.,J Nucl Med,,
3185942,1988,[Mesenteric and hypogastric arteriography in surgery of cancer of the rectum].,Minerva Chir,,
3416116,1988,Growth rate of hepatic metastases in colorectal carcinoma.,Br J Surg,10.1002/bjs.1800750707,
3400048,1988,"[Radiotherapy of locally recurring colorectal tumors. Prognostic factors, follow-up diagnosis and results].",Strahlenther Onkol,,
3380977,1988,Hepatic metastasis detection: comparison of three CT contrast enhancement methods.,Radiology,10.1148/radiology.168.1.3380977,
3230335,1988,Antiferritin antibodies in immunoscintigraphic detection of human tumor xenografts.,Int J Biol Markers,10.1177/172460088800300303,
3180652,1988,Colorectal polyps: a correlation of radiological and pathological findings.,Clin Radiol,10.1016/s0009-9260(88)80285-x,
3215084,1988,[Experimental radiologic and pathologic study on the innominate groove of the colon--with 30 human colon specimens].,Zhonghua Fang She Xue Za Zhi,,
3048195,1988,[Magnetic resonance imaging of cancer of the rectum].,Ann Gastroenterol Hepatol (Paris),,
3045695,1988,[Combined radio-surgical treatment of tumors of the rectum and the recto-sigmoid junction. Review of the literature].,Minerva Chir,,
3359401,1988,Carcinoma of the colon and rectum. Tumors missed by radiologic examination in 61 patients.,Cancer,10.1002/1097-0142(19880515)61:10<1999::aid-cncr2820611012>3.0.co;2-w,
3374303,1988,[Radionuclide visualization of the superior rectal and inferior mesenteric lymph nodes in rectal cancer].,Med Radiol (Mosk),,
3293183,1988,[Radiotherapy of rectal carcinoma].,Rontgenblatter,,
3128400,1988,Antibody delivery and effector cell activation in a phase II trial of recombinant gamma-interferon and the murine monoclonal antibody CO17-1A in advanced colorectal carcinoma.,Cancer Res,,
2967049,1988,[Clinical application of monoclonal antibody-drug conjugates in colorectal carcinoma].,Gan To Kagaku Ryoho,,
3347741,1988,Colorectal hemangioma: radiologic findings.,Radiology,10.1148/radiology.167.1.3347741,
3168087,1988,[Synchronous and metachronous carcinoma of the large intestine].,Chir Ital,,
3372187,1988,Recurrent colorectal carcinoma: evaluation with barium enema examination and CT.,Invest Radiol,,
3369339,1988,Selection of elderly patients for barium enema examination with respect to significant bowel pathology especially carcinoma of the colon and rectum: the results of a retrospective study.,Age Ageing,10.1093/ageing/17.2.134,
3351032,1988,"Preoperative assessment of the extension of rectal carcinoma: correlation of MR, surgical, and histopathologic findings.",J Comput Assist Tomogr,10.1097/00004728-198803000-00006,
3277244,1988,"Colorectal tumors: scintigraphy with In-111 anti-CEA monoclonal antibody and correlation with surgical, histopathologic, and immunohistochemical findings.",Radiology,10.1148/radiology.166.3.3277244,
2962733,1988,Clinical application of monoclonal antibody-drug conjugates for immunotargeting chemotherapy of colorectal carcinoma.,Cancer,10.1002/1097-0142(19880301)61:5<881::aid-cncr2820610505>3.0.co;2-y,
2457274,1988,[Intra-arterial catheter embolization in malignant tumors of the rectum].,Vestn Rentgenol Radiol,,
2451301,1988,[Te place of radiotherapy in the treatment of local recurrences of rectal cancer].,Strahlenther Onkol,,
3343846,1988,Intraperitoneal infusion of 5-FU in liver metastases from colorectal cancer.,J Surg Oncol,10.1002/jso.2930370206,
3341792,1988,[Studies of 5-FU concentrations associated with microangiography in colorectal cancer tissue].,Gan To Kagaku Ryoho,,
3338339,1988,Intra-abdominal extrahepatic disease in patients with colorectal hepatic metastases.,Dis Colon Rectum,10.1007/BF02562637,
3420823,1988,[Diagnostic significance of lymphoscintigraphy in cancer of the rectum].,Vopr Onkol,,
3415436,1988,The value of computed tomography in the diagnostics of recurrent rectal tumors.,Arch Geschwulstforsch,,
3360572,1988,Double stapling technique for low colorectal anastomoses after anterior resection for rectal cancer.,Int Surg,,
3360247,1988,Progressive CT appearance of hepatic metastases from colorectal carcinoma.,Gastrointest Radiol,10.1007/BF01889044,
3336668,1988,MR imaging of the pelvis.,Radiology,10.1148/radiology.166.1.3336668,
3162449,1988,Tumor imaging of colo-rectal carcinoma with an anti-CEA monoclonal antibody.,Int J Cancer Suppl,10.1002/ijc.2910410719,
3162436,1988,Biodistribution of a monoclonal antibody-methotrexate conjugate (791T/36-MTX) in patients with colorectal cancer.,Int J Cancer Suppl,10.1002/ijc.2910410724,
3153962,1988,[Recurrence of cancer of the rectum: role of computer tomography].,G Chir,,
2829302,1988,[Diagnosis of recurrent rectal cancer: Comparison of CT and MR].,Rofo,10.1055/s-2008-1048140,
2695626,1989,[Current radiologic aspects of surgical technics for resection of cancer of the rectum].,J Radiol,,
2632468,1989,[The significance of omentum-plasty for early detection of local recurrence following abdomino-perineal rectum amputation in cancer].,Helv Chir Acta,,
2602902,1989,99mTc-labeled monoclonal anti-carcinoembryonic antigen antibody (BW 431/26). Clinical results in the detection of colorectal carcinomas and recurrences.,Scand J Gastroenterol,10.3109/00365528909090788,
2806020,1989,The impact of radioimmunoguided surgery (RIGS) on surgical decision-making in colorectal cancer.,Dis Colon Rectum,10.1007/BF02552267,
2601870,1989,[CT in the follow-up of rectal neoplasms].,Minerva Med,,
2809888,1989,"Morphometric analysis of nuclear features, ploidy status, and staging in rectal carcinoma.",J Pathol,10.1002/path.1711590205,
2792396,1989,Bone metastases in carcinoma of the rectum: a clinical and pathological review.,Eur J Surg Oncol,,
2687590,1989,Computed tomography of the large bowel and appendix.,Mayo Clin Proc,10.1016/s0025-6196(12)61291-9,
2603076,1989,[Perineal infiltrates after amputation procedures in carcinoma of the rectum].,Rozhl Chir,,
2806995,1989,"Comparative study of carcinoembryonic antigen and epithelial membrane antigen expression in normal colon, adenomas and adenocarcinomas of the colon and rectum.",Gut,10.1136/gut.30.9.1260,PMC1434233
2789951,1989,Antibody distribution and dosimetry in patients receiving radiolabelled antibody therapy for colorectal cancer.,Br J Cancer,10.1038/bjc.1989.295,PMC2247181
2811592,1989,[Low anterior resection of the rectum with the linear and circular stapler in the treatment of carcinoma of the middle third of the rectum].,Lijec Vjesn,,
2782894,1989,[Hepatic arterial infusion chemotherapy using totally implantable reservoir in liver metastases in colorectal cancer].,Gan To Kagaku Ryoho,,
2752850,1989,"Spatial clustering of multiple hyperplastic, adenomatous, and malignant colonic polyps in individual patients.",Dis Colon Rectum,10.1007/BF02555767,
